Date,Category,Description,Amount,Type
2024-08-15,Rent,Maintenance,2049,Expense
2024-08-15,Groceries,Movie,247,Expense
2024-08-16,Utilities,Maintenance,857,Expense
2024-08-16,Shopping,Snacks,2953,Expense
2024-08-16,Utilities,Movie,1172,Expense
2024-08-16,Entertainment,Insurance premium,4006,Expense
2024-08-16,Healthcare,Snacks,1939,Expense
2024-08-16,Groceries,Monthly bill,3245,Expense
2024-08-16,Rent,Maintenance,3497,Expense
2024-08-16,Education,Maintenance,4430,Expense
2024-08-16,Healthcare,Insurance premium,4773,Expense
2024-08-16,Miscellaneous,Snacks,519,Expense
2024-08-16,Education,Snacks,3501,Expense
2024-08-16,Miscellaneous,Insurance premium,1951,Income
2024-08-16,Shopping,Online course,802,Expense
2024-08-16,Rent,Bought items,268,Income
2024-08-16,Insurance,Monthly bill,4981,Expense
2024-08-16,Rent,Movie,2194,Expense
2024-08-16,Miscellaneous,Snacks,2983,Expense
2024-08-16,Transport,Bus fare,156,Expense
2024-08-16,Transport,Movie,2886,Expense
2024-08-16,Shopping,Bought items,2271,Expense
2024-08-16,Education,Bus fare,3557,Income
2024-08-16,Healthcare,Online course,3799,Income
2024-08-16,Healthcare,New clothes,2263,Expense
2024-08-16,Entertainment,Snacks,838,Expense
2024-08-16,Entertainment,Movie,3997,Expense
2024-08-16,Entertainment,Movie,3237,Income
2024-08-16,Miscellaneous,Online course,4490,Expense
2024-08-16,Transport,Monthly bill,1853,Expense
2024-08-16,Utilities,Movie,3865,Expense
2024-08-16,Entertainment,Snacks,608,Expense
2024-08-16,Shopping,Online course,1956,Expense
2024-08-16,Miscellaneous,New clothes,2710,Income
2024-08-16,Rent,Doctor visit,646,Expense
2024-08-16,Entertainment,Bought items,3123,Expense
2024-08-16,Groceries,Snacks,3721,Expense
2024-08-16,Utilities,Online course,1974,Expense
2024-08-16,Shopping,Insurance premium,3343,Income
2024-08-16,Transport,Bus fare,3554,Expense
2024-08-16,Insurance,Online course,1286,Expense
2024-08-16,Insurance,Maintenance,3816,Expense
2024-08-16,Miscellaneous,Online course,2032,Expense
2024-08-16,Insurance,Doctor visit,4001,Expense
2024-08-16,Healthcare,Movie,2655,Expense
2024-08-16,Miscellaneous,New clothes,382,Expense
2024-08-16,Rent,Bought items,1602,Expense
2024-08-16,Insurance,Bought items,1931,Expense
2024-08-16,Rent,New clothes,2473,Expense
2024-08-16,Shopping,Online course,3181,Expense
2024-08-16,Insurance,Movie,625,Expense
2024-08-16,Shopping,Movie,1196,Income
2024-08-16,Miscellaneous,Snacks,4535,Income
2024-08-16,Utilities,Bought items,1877,Expense
2024-08-16,Groceries,Snacks,3318,Expense
2024-08-16,Miscellaneous,Monthly bill,2834,Expense
2024-08-16,Utilities,Snacks,870,Expense
2024-08-16,Groceries,Doctor visit,4975,Expense
2024-08-16,Rent,Bus fare,1245,Expense
2024-08-16,Groceries,Monthly bill,1362,Expense
2024-08-16,Healthcare,Movie,1046,Income
2024-08-17,Entertainment,Movie,4142,Expense
2024-08-17,Shopping,Maintenance,1514,Income
2024-08-17,Education,Monthly bill,4812,Expense
2024-08-17,Miscellaneous,Bought items,3438,Expense
2024-08-17,Rent,Online course,4882,Expense
2024-08-17,Groceries,Snacks,3859,Expense
2024-08-17,Education,New clothes,1698,Income
2024-08-17,Insurance,Doctor visit,1613,Expense
2024-08-17,Entertainment,Insurance premium,4154,Expense
2024-08-17,Transport,Online course,4529,Expense
2024-08-17,Insurance,Bus fare,826,Income
2024-08-17,Miscellaneous,Doctor visit,3984,Expense
2024-08-17,Healthcare,New clothes,4202,Expense
2024-08-17,Miscellaneous,New clothes,3983,Expense
2024-08-17,Rent,Monthly bill,2454,Expense
2024-08-17,Miscellaneous,Bus fare,1968,Expense
2024-08-17,Healthcare,Maintenance,1465,Expense
2024-08-17,Insurance,Insurance premium,2794,Expense
2024-08-17,Transport,New clothes,2018,Expense
2024-08-17,Entertainment,Movie,2769,Income
2024-08-17,Transport,Movie,4839,Expense
2024-08-17,Rent,Monthly bill,1097,Expense
2024-08-17,Insurance,Bought items,2891,Expense
2024-08-17,Transport,Movie,2925,Expense
2024-08-17,Entertainment,Monthly bill,987,Income
2024-08-17,Miscellaneous,Insurance premium,2768,Expense
2024-08-17,Entertainment,Snacks,3291,Expense
2024-08-17,Healthcare,Doctor visit,2489,Expense
2024-08-17,Education,Snacks,2455,Expense
2024-08-17,Miscellaneous,Bought items,4312,Income
2024-08-17,Rent,Doctor visit,2016,Expense
2024-08-17,Utilities,Insurance premium,730,Income
2024-08-17,Entertainment,Maintenance,4332,Expense
2024-08-17,Education,Doctor visit,716,Expense
2024-08-17,Groceries,Movie,370,Expense
2024-08-17,Insurance,Movie,4134,Expense
2024-08-17,Rent,Maintenance,975,Expense
2024-08-17,Utilities,Bus fare,1573,Expense
2024-08-17,Entertainment,Insurance premium,1932,Expense
2024-08-17,Groceries,Doctor visit,2970,Expense
2024-08-17,Healthcare,Online course,1906,Expense
2024-08-17,Entertainment,Insurance premium,4156,Expense
2024-08-17,Entertainment,Bus fare,722,Expense
2024-08-17,Insurance,Monthly bill,1284,Expense
2024-08-17,Entertainment,Monthly bill,3408,Expense
2024-08-17,Utilities,Movie,1381,Expense
2024-08-17,Transport,Bus fare,2339,Expense
2024-08-17,Groceries,Bought items,2802,Expense
2024-08-17,Groceries,Bought items,1164,Expense
2024-08-17,Entertainment,Online course,4263,Expense
2024-08-17,Utilities,Bought items,1626,Expense
2024-08-17,Shopping,New clothes,3299,Expense
2024-08-17,Healthcare,Snacks,1340,Expense
2024-08-18,Miscellaneous,Maintenance,2760,Expense
2024-08-18,Entertainment,Online course,1076,Expense
2024-08-18,Transport,Maintenance,3818,Expense
2024-08-18,Education,Snacks,4411,Expense
2024-08-18,Miscellaneous,Online course,2048,Expense
2024-08-18,Miscellaneous,Monthly bill,3154,Income
2024-08-18,Miscellaneous,Insurance premium,2950,Expense
2024-08-18,Healthcare,Movie,1050,Expense
2024-08-18,Utilities,Bought items,4759,Expense
2024-08-18,Rent,Movie,4679,Income
2024-08-18,Rent,Online course,458,Expense
2024-08-18,Miscellaneous,Insurance premium,2471,Expense
2024-08-18,Entertainment,Doctor visit,1701,Expense
2024-08-18,Healthcare,New clothes,4895,Income
2024-08-18,Miscellaneous,Insurance premium,4232,Expense
2024-08-18,Healthcare,Bought items,751,Expense
2024-08-18,Shopping,Movie,3221,Expense
2024-08-18,Rent,Bus fare,4070,Expense
2024-08-18,Insurance,Doctor visit,4764,Expense
2024-08-18,Healthcare,Maintenance,4603,Income
2024-08-18,Groceries,Maintenance,1115,Income
2024-08-18,Education,Bought items,4581,Expense
2024-08-18,Entertainment,New clothes,3527,Expense
2024-08-18,Healthcare,New clothes,415,Expense
2024-08-18,Groceries,Movie,1629,Expense
2024-08-18,Insurance,New clothes,2285,Expense
2024-08-18,Healthcare,Maintenance,1295,Expense
2024-08-18,Healthcare,Insurance premium,896,Expense
2024-08-18,Education,Doctor visit,2540,Expense
2024-08-18,Entertainment,Bought items,2176,Expense
2024-08-18,Education,Online course,2699,Expense
2024-08-18,Transport,New clothes,540,Expense
2024-08-18,Transport,Bought items,2492,Expense
2024-08-18,Utilities,Monthly bill,2553,Expense
2024-08-18,Groceries,Doctor visit,4400,Income
2024-08-18,Transport,Bus fare,2549,Expense
2024-08-18,Rent,Snacks,4375,Expense
2024-08-18,Shopping,Bus fare,3306,Expense
2024-08-18,Healthcare,Monthly bill,242,Expense
2024-08-18,Transport,Online course,2753,Income
2024-08-18,Education,Bought items,365,Expense
2024-08-18,Healthcare,Insurance premium,963,Expense
2024-08-18,Education,Bus fare,3645,Expense
2024-08-18,Miscellaneous,New clothes,3217,Expense
2024-08-18,Shopping,Doctor visit,1169,Expense
2024-08-18,Insurance,Monthly bill,4040,Expense
2024-08-18,Transport,Maintenance,1525,Expense
2024-08-18,Education,New clothes,4713,Expense
2024-08-18,Transport,Movie,1978,Income
2024-08-18,Miscellaneous,Bus fare,775,Expense
2024-08-18,Rent,Insurance premium,2950,Income
2024-08-18,Entertainment,Snacks,2205,Expense
2024-08-18,Insurance,Monthly bill,2739,Income
2024-08-18,Rent,Doctor visit,3152,Expense
2024-08-18,Groceries,Insurance premium,3726,Expense
2024-08-18,Entertainment,Doctor visit,2793,Expense
2024-08-19,Groceries,Monthly bill,3957,Expense
2024-08-19,Transport,Maintenance,4299,Expense
2024-08-19,Transport,Bought items,4737,Expense
2024-08-19,Education,Bus fare,4557,Expense
2024-08-19,Shopping,Movie,1293,Expense
2024-08-19,Miscellaneous,Bus fare,4053,Expense
2024-08-19,Rent,Doctor visit,986,Expense
2024-08-19,Healthcare,Insurance premium,1074,Expense
2024-08-19,Miscellaneous,Bus fare,2485,Expense
2024-08-19,Miscellaneous,Bus fare,1054,Expense
2024-08-19,Utilities,Snacks,1717,Expense
2024-08-19,Insurance,Insurance premium,2901,Expense
2024-08-19,Miscellaneous,Doctor visit,2637,Expense
2024-08-19,Education,Online course,2020,Income
2024-08-19,Healthcare,New clothes,108,Expense
2024-08-19,Shopping,Online course,717,Expense
2024-08-19,Miscellaneous,Doctor visit,3483,Expense
2024-08-19,Rent,Bus fare,3019,Expense
2024-08-19,Healthcare,Monthly bill,2275,Expense
2024-08-19,Insurance,Doctor visit,1650,Expense
2024-08-19,Entertainment,New clothes,3342,Expense
2024-08-19,Transport,Bus fare,4069,Expense
2024-08-19,Shopping,New clothes,3615,Income
2024-08-19,Groceries,Online course,2820,Expense
2024-08-19,Transport,Monthly bill,1392,Expense
2024-08-19,Healthcare,Movie,2221,Expense
2024-08-19,Education,Doctor visit,3559,Expense
2024-08-19,Transport,Bought items,1035,Expense
2024-08-19,Entertainment,Insurance premium,4325,Expense
2024-08-19,Shopping,Movie,4982,Expense
2024-08-19,Miscellaneous,Insurance premium,2884,Expense
2024-08-19,Entertainment,New clothes,379,Expense
2024-08-19,Entertainment,Online course,4607,Expense
2024-08-19,Shopping,Online course,4378,Expense
2024-08-19,Groceries,Bus fare,3262,Expense
2024-08-19,Shopping,Insurance premium,919,Expense
2024-08-19,Rent,New clothes,461,Expense
2024-08-19,Healthcare,Online course,3256,Expense
2024-08-19,Education,Doctor visit,402,Expense
2024-08-19,Transport,Movie,2263,Expense
2024-08-19,Healthcare,Monthly bill,350,Expense
2024-08-19,Healthcare,Bus fare,1927,Income
2024-08-19,Groceries,Bought items,3593,Income
2024-08-19,Shopping,Monthly bill,2982,Expense
2024-08-19,Utilities,Monthly bill,2160,Expense
2024-08-19,Education,Monthly bill,404,Expense
2024-08-19,Utilities,Snacks,3113,Expense
2024-08-19,Utilities,Snacks,3569,Expense
2024-08-19,Miscellaneous,Bus fare,4652,Expense
2024-08-19,Education,Movie,3858,Expense
2024-08-19,Insurance,Insurance premium,3675,Expense
2024-08-19,Healthcare,Doctor visit,2222,Expense
2024-08-19,Shopping,Maintenance,2966,Expense
2024-08-20,Healthcare,Bus fare,3252,Expense
2024-08-20,Utilities,New clothes,1703,Expense
2024-08-20,Healthcare,Snacks,2759,Expense
2024-08-20,Transport,New clothes,1904,Income
2024-08-20,Utilities,Maintenance,710,Expense
2024-08-20,Transport,Bus fare,4813,Expense
2024-08-20,Healthcare,Online course,3762,Expense
2024-08-20,Shopping,Online course,3530,Expense
2024-08-20,Miscellaneous,Doctor visit,2199,Expense
2024-08-20,Entertainment,Snacks,803,Expense
2024-08-20,Utilities,New clothes,831,Expense
2024-08-20,Miscellaneous,Snacks,2877,Expense
2024-08-20,Groceries,Movie,1457,Expense
2024-08-20,Miscellaneous,Monthly bill,279,Expense
2024-08-20,Healthcare,Monthly bill,1112,Expense
2024-08-20,Transport,Movie,271,Income
2024-08-20,Miscellaneous,Movie,3353,Expense
2024-08-20,Groceries,Bus fare,629,Expense
2024-08-20,Utilities,Bus fare,4250,Expense
2024-08-20,Insurance,Movie,4602,Expense
2024-08-20,Entertainment,Monthly bill,2378,Income
2024-08-20,Utilities,New clothes,2528,Expense
2024-08-20,Healthcare,Maintenance,1936,Expense
2024-08-20,Transport,Insurance premium,4160,Income
2024-08-20,Miscellaneous,Maintenance,3800,Income
2024-08-20,Groceries,Bus fare,4430,Expense
2024-08-20,Shopping,Insurance premium,2893,Expense
2024-08-20,Groceries,Bus fare,4283,Expense
2024-08-20,Entertainment,Doctor visit,4915,Expense
2024-08-20,Education,Movie,2395,Income
2024-08-20,Education,New clothes,4355,Expense
2024-08-20,Healthcare,Maintenance,517,Expense
2024-08-20,Utilities,Snacks,4397,Income
2024-08-20,Entertainment,Online course,3528,Expense
2024-08-20,Miscellaneous,Online course,1766,Expense
2024-08-20,Entertainment,Maintenance,4219,Expense
2024-08-20,Education,Snacks,691,Expense
2024-08-20,Education,Snacks,2914,Expense
2024-08-20,Entertainment,Maintenance,2222,Expense
2024-08-20,Utilities,Insurance premium,4593,Expense
2024-08-20,Education,Insurance premium,2543,Income
2024-08-20,Rent,Snacks,3744,Expense
2024-08-20,Entertainment,Doctor visit,1610,Expense
2024-08-20,Insurance,Online course,341,Expense
2024-08-20,Groceries,Movie,4732,Expense
2024-08-20,Miscellaneous,Insurance premium,2080,Expense
2024-08-20,Entertainment,Movie,4299,Expense
2024-08-20,Rent,Snacks,781,Income
2024-08-20,Groceries,New clothes,2296,Expense
2024-08-20,Utilities,Monthly bill,996,Expense
2024-08-20,Rent,Online course,3454,Expense
2024-08-20,Rent,Bus fare,3775,Income
2024-08-20,Transport,Bus fare,1332,Income
2024-08-20,Groceries,Online course,952,Expense
2024-08-20,Transport,Movie,997,Expense
2024-08-21,Shopping,Online course,3498,Income
2024-08-21,Groceries,Snacks,3075,Expense
2024-08-21,Transport,Monthly bill,1035,Expense
2024-08-21,Education,Bought items,2297,Expense
2024-08-21,Entertainment,Bought items,3472,Income
2024-08-21,Miscellaneous,Doctor visit,2275,Expense
2024-08-21,Insurance,Insurance premium,3110,Expense
2024-08-21,Utilities,Monthly bill,2848,Expense
2024-08-21,Groceries,Online course,3633,Income
2024-08-21,Groceries,Movie,388,Expense
2024-08-21,Groceries,Bought items,813,Income
2024-08-21,Rent,Movie,1087,Expense
2024-08-21,Education,Snacks,3914,Expense
2024-08-21,Shopping,New clothes,2126,Expense
2024-08-21,Miscellaneous,Doctor visit,1221,Expense
2024-08-21,Entertainment,Insurance premium,1789,Expense
2024-08-21,Rent,Bus fare,3110,Income
2024-08-21,Utilities,Movie,2708,Expense
2024-08-21,Insurance,Doctor visit,2029,Expense
2024-08-21,Insurance,Doctor visit,1481,Income
2024-08-21,Healthcare,Bus fare,605,Expense
2024-08-21,Rent,Doctor visit,2822,Expense
2024-08-21,Insurance,Snacks,3924,Expense
2024-08-21,Healthcare,Snacks,3157,Expense
2024-08-21,Transport,Doctor visit,2106,Expense
2024-08-21,Education,Movie,943,Income
2024-08-21,Shopping,Maintenance,884,Expense
2024-08-21,Groceries,Monthly bill,3278,Income
2024-08-21,Groceries,Online course,589,Expense
2024-08-21,Groceries,Monthly bill,4667,Income
2024-08-21,Shopping,Bus fare,915,Expense
2024-08-21,Entertainment,Maintenance,882,Expense
2024-08-21,Shopping,Bought items,4787,Expense
2024-08-21,Entertainment,Online course,4650,Expense
2024-08-21,Transport,Monthly bill,584,Income
2024-08-21,Groceries,Insurance premium,2282,Expense
2024-08-21,Miscellaneous,Bought items,1307,Expense
2024-08-21,Entertainment,Insurance premium,161,Expense
2024-08-21,Healthcare,Doctor visit,470,Expense
2024-08-21,Miscellaneous,Online course,1427,Expense
2024-08-21,Shopping,New clothes,4884,Expense
2024-08-21,Rent,Online course,3079,Expense
2024-08-21,Shopping,Movie,1703,Income
2024-08-21,Shopping,Movie,2806,Expense
2024-08-21,Miscellaneous,Bought items,2990,Expense
2024-08-21,Education,Snacks,402,Expense
2024-08-21,Entertainment,Monthly bill,3255,Expense
2024-08-21,Groceries,Insurance premium,1207,Expense
2024-08-21,Rent,Bought items,1992,Expense
2024-08-21,Transport,New clothes,2261,Expense
2024-08-21,Groceries,Doctor visit,2994,Expense
2024-08-21,Utilities,Online course,2656,Expense
2024-08-21,Transport,Doctor visit,2385,Expense
2024-08-21,Shopping,Insurance premium,2216,Expense
2024-08-22,Groceries,New clothes,4083,Expense
2024-08-22,Groceries,Movie,2804,Expense
2024-08-22,Insurance,Maintenance,4226,Expense
2024-08-22,Utilities,New clothes,2025,Expense
2024-08-22,Transport,Insurance premium,4963,Expense
2024-08-22,Entertainment,New clothes,4813,Income
2024-08-22,Education,Doctor visit,2499,Expense
2024-08-22,Utilities,Maintenance,341,Expense
2024-08-22,Transport,Insurance premium,2256,Income
2024-08-22,Groceries,Maintenance,4067,Expense
2024-08-22,Shopping,Maintenance,3691,Expense
2024-08-22,Miscellaneous,Online course,370,Expense
2024-08-22,Insurance,Online course,2774,Income
2024-08-22,Transport,New clothes,3383,Expense
2024-08-22,Shopping,Insurance premium,2916,Expense
2024-08-22,Transport,Bus fare,3300,Expense
2024-08-22,Insurance,New clothes,3603,Income
2024-08-22,Entertainment,Movie,2373,Expense
2024-08-22,Utilities,Bought items,3736,Expense
2024-08-22,Education,Doctor visit,2484,Expense
2024-08-22,Transport,New clothes,1206,Expense
2024-08-22,Transport,Snacks,2767,Expense
2024-08-22,Education,Maintenance,4860,Income
2024-08-22,Utilities,Bought items,2499,Expense
2024-08-22,Shopping,Snacks,214,Income
2024-08-22,Healthcare,Monthly bill,1646,Expense
2024-08-22,Groceries,Bought items,2429,Income
2024-08-22,Miscellaneous,Movie,588,Expense
2024-08-22,Insurance,Maintenance,3676,Income
2024-08-22,Education,Insurance premium,3454,Expense
2024-08-22,Healthcare,Online course,3028,Expense
2024-08-22,Shopping,Monthly bill,295,Expense
2024-08-22,Transport,Bus fare,1334,Income
2024-08-22,Transport,New clothes,3484,Expense
2024-08-22,Entertainment,Monthly bill,4608,Expense
2024-08-22,Utilities,Insurance premium,2221,Expense
2024-08-22,Shopping,Monthly bill,298,Income
2024-08-22,Shopping,Maintenance,1542,Income
2024-08-22,Utilities,New clothes,2542,Expense
2024-08-22,Miscellaneous,Doctor visit,2696,Income
2024-08-22,Entertainment,Maintenance,1380,Expense
2024-08-22,Insurance,Insurance premium,3090,Income
2024-08-22,Education,Bus fare,1308,Income
2024-08-22,Rent,Snacks,405,Income
2024-08-22,Groceries,Bus fare,3069,Expense
2024-08-22,Groceries,Doctor visit,803,Income
2024-08-22,Education,Maintenance,4305,Expense
2024-08-23,Transport,Bus fare,326,Expense
2024-08-23,Transport,Insurance premium,2828,Expense
2024-08-23,Healthcare,New clothes,2963,Expense
2024-08-23,Shopping,New clothes,456,Income
2024-08-23,Groceries,Online course,4624,Expense
2024-08-23,Rent,Bus fare,1602,Income
2024-08-23,Shopping,Insurance premium,708,Expense
2024-08-23,Miscellaneous,Bus fare,1043,Expense
2024-08-23,Transport,Snacks,1019,Expense
2024-08-23,Groceries,Monthly bill,4670,Expense
2024-08-23,Groceries,Snacks,2104,Income
2024-08-23,Healthcare,Monthly bill,2051,Expense
2024-08-23,Groceries,Maintenance,364,Expense
2024-08-23,Healthcare,Monthly bill,2019,Expense
2024-08-23,Rent,Bought items,4275,Expense
2024-08-23,Rent,Maintenance,3187,Expense
2024-08-23,Transport,Movie,2927,Expense
2024-08-23,Miscellaneous,Snacks,970,Expense
2024-08-23,Miscellaneous,Movie,2515,Expense
2024-08-23,Transport,Online course,4958,Expense
2024-08-23,Utilities,Bought items,4090,Expense
2024-08-23,Entertainment,Doctor visit,2208,Expense
2024-08-23,Healthcare,Snacks,3911,Expense
2024-08-23,Insurance,Snacks,109,Expense
2024-08-23,Healthcare,Bus fare,356,Expense
2024-08-23,Miscellaneous,Snacks,4584,Expense
2024-08-23,Transport,Movie,4524,Expense
2024-08-23,Shopping,Online course,3933,Expense
2024-08-23,Healthcare,Insurance premium,2032,Expense
2024-08-23,Miscellaneous,Doctor visit,3778,Expense
2024-08-23,Rent,Snacks,3367,Expense
2024-08-23,Healthcare,Online course,1309,Expense
2024-08-23,Insurance,New clothes,986,Expense
